BioSample	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	genotype	time	treatment	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	source_name	tissue
SAMN04251553	SRX1424354	2015-11-19	3126	1952	SRR2931460	SRS1156304	GSM1933766	Tadukan (TD; IRGC#9804, Indica)	225 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251554	SRX1424355	2015-11-19	3719	2404	SRR2931461	SRS1156303	GSM1933767	Tadukan (TD; IRGC#9804, Indica)	240 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251555	SRX1424356	2015-11-19	4637	3084	SRR2931462	SRS1156302	GSM1933768	Tadukan (TD; IRGC#9804, Indica)	240 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251556	SRX1424357	2015-11-19	3075	2005	SRR2931463	SRS1156301	GSM1933769	Tadukan (TD; IRGC#9804, Indica)	135 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251557	SRX1424358	2015-11-19	3632	2372	SRR2931464	SRS1156299	GSM1933770	Tadukan (TD; IRGC#9804, Indica)	135 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251558	SRX1424359	2015-11-19	3376	2160	SRR2931465	SRS1156300	GSM1933771	Tadukan (TD; IRGC#9804, Indica)	150 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251559	SRX1424360	2015-11-19	4565	3103	SRR2931466	SRS1156298	GSM1933772	Tadukan (TD; IRGC#9804, Indica)	150 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251560	SRX1424361	2015-11-19	3102	1951	SRR2931467	SRS1156297	GSM1933773	Tadukan (TD; IRGC#9804, Indica)	165 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251561	SRX1424362	2015-11-19	3173	2047	SRR2931468	SRS1156296	GSM1933774	Tadukan (TD; IRGC#9804, Indica)	165 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251562	SRX1424363	2015-11-19	3164	2106	SRR2931469	SRS1156295	GSM1933775	Tadukan (TD; IRGC#9804, Indica)	180 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251563	SRX1424364	2015-11-19	4351	2920	SRR2931470	SRS1156294	GSM1933776	Tadukan (TD; IRGC#9804, Indica)	180 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251564	SRX1424365	2015-11-19	3575	2435	SRR2931471	SRS1156292	GSM1933777	Tadukan (TD; IRGC#9804, Indica)	195 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251565	SRX1424366	2015-11-19	3610	2274	SRR2931472	SRS1156293	GSM1933778	Tadukan (TD; IRGC#9804, Indica)	195 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251566	SRX1424367	2015-11-19	4647	3168	SRR2931473	SRS1156249	GSM1933779	Tadukan (TD; IRGC#9804, Indica)	210 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251567	SRX1424368	2015-11-19	4687	3091	SRR2931474	SRS1156291	GSM1933780	Tadukan (TD; IRGC#9804, Indica)	210 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251568	SRX1424369	2015-11-19	3331	2113	SRR2931475	SRS1156290	GSM1933781	Tadukan (TD; IRGC#9804, Indica)	225 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251569	SRX1424370	2015-11-19	2743	1767	SRR2931476	SRS1156289	GSM1933782	Tadukan (TD; IRGC#9804, Indica)	225 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251570	SRX1424371	2015-11-19	2548	1583	SRR2931477	SRS1156288	GSM1933783	Tadukan (TD; IRGC#9804, Indica)	240 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251571	SRX1424372	2015-11-19	3788	2426	SRR2931478	SRS1156287	GSM1933784	Tadukan (TD; IRGC#9804, Indica)	240 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251572	SRX1424373	2015-11-19	3552	2269	SRR2931479	SRS1156286	GSM1933785	Tadukan (TD; IRGC#9804, Indica)	15 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251573	SRX1424374	2015-11-19	942	624	SRR2931480	SRS1156285	GSM1933786	Tadukan (TD; IRGC#9804, Indica)	15 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251574	SRX1424375	2015-11-19	3825	2504	SRR2931481	SRS1156284	GSM1933787	Tadukan (TD; IRGC#9804, Indica)	30 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251575	SRX1424376	2015-11-19	3099	2033	SRR2931482	SRS1156282	GSM1933788	Tadukan (TD; IRGC#9804, Indica)	30 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251576	SRX1424377	2015-11-19	3343	2144	SRR2931483	SRS1156283	GSM1933789	Tadukan (TD; IRGC#9804, Indica)	45 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251577	SRX1424378	2015-11-19	3075	1923	SRR2931484	SRS1156281	GSM1933790	Tadukan (TD; IRGC#9804, Indica)	45 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251578	SRX1424379	2015-11-19	1360	912	SRR2931485	SRS1156280	GSM1933791	Tadukan (TD; IRGC#9804, Indica)	60 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251579	SRX1424380	2015-11-19	3574	2366	SRR2931486	SRS1156279	GSM1933792	Tadukan (TD; IRGC#9804, Indica)	60 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251580	SRX1424381	2015-11-19	3290	2149	SRR2931487	SRS1156277	GSM1933793	Tadukan (TD; IRGC#9804, Indica)	75 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251581	SRX1424382	2015-11-19	3196	2196	SRR2931488	SRS1156278	GSM1933794	Tadukan (TD; IRGC#9804, Indica)	75 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251582	SRX1424383	2015-11-19	3032	2034	SRR2931489	SRS1156276	GSM1933795	Tadukan (TD; IRGC#9804, Indica)	90 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251583	SRX1424384	2015-11-19	1743	1155	SRR2931490	SRS1156275	GSM1933796	Tadukan (TD; IRGC#9804, Indica)	90 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251584	SRX1424385	2015-11-19	1431	958	SRR2931491	SRS1156274	GSM1933797	Tadukan (TD; IRGC#9804, Indica)	105 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251585	SRX1424386	2015-11-19	1672	1153	SRR2931492	SRS1156273	GSM1933798	Tadukan (TD; IRGC#9804, Indica)	105 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251586	SRX1424387	2015-11-19	5345	3596	SRR2931493	SRS1156272	GSM1933799	Tadukan (TD; IRGC#9804, Indica)	120 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251587	SRX1424388	2015-11-19	3209	2034	SRR2931494	SRS1156271	GSM1933800	Tadukan (TD; IRGC#9804, Indica)	120 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251588	SRX1424389	2015-11-19	3784	2599	SRR2931495	SRS1156270	GSM1933801	Tadukan (TD; IRGC#9804, Indica)	135 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251589	SRX1424390	2015-11-19	2975	1908	SRR2931496	SRS1156269	GSM1933802	Tadukan (TD; IRGC#9804, Indica)	135 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251590	SRX1424391	2015-11-19	3206	2063	SRR2931497	SRS1156268	GSM1933803	Tadukan (TD; IRGC#9804, Indica)	105 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251591	SRX1424392	2015-11-19	3576	2372	SRR2931498	SRS1156267	GSM1933804	Tadukan (TD; IRGC#9804, Indica)	105 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251592	SRX1424393	2015-11-19	2971	1900	SRR2931499	SRS1156266	GSM1933805	Tadukan (TD; IRGC#9804, Indica)	120 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251593	SRX1424394	2015-11-19	4036	2734	SRR2931500	SRS1156250	GSM1933806	Tadukan (TD; IRGC#9804, Indica)	120 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251594	SRX1424395	2015-11-19	3153	2133	SRR2931501	SRS1156265	GSM1933807	Tadukan (TD; IRGC#9804, Indica)	150 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251595	SRX1424396	2015-11-19	2413	1634	SRR2931502	SRS1156264	GSM1933808	Tadukan (TD; IRGC#9804, Indica)	150 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251596	SRX1424397	2015-11-19	3643	2432	SRR2931503	SRS1156263	GSM1933809	Tadukan (TD; IRGC#9804, Indica)	165 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251597	SRX1424398	2015-11-19	4206	2693	SRR2931504	SRS1156262	GSM1933810	Tadukan (TD; IRGC#9804, Indica)	165 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251598	SRX1424399	2015-11-19	4572	2942	SRR2931505	SRS1156261	GSM1933811	Tadukan (TD; IRGC#9804, Indica)	180 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251599	SRX1424400	2015-11-19	3214	2084	SRR2931506	SRS1156260	GSM1933812	Tadukan (TD; IRGC#9804, Indica)	180 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251600	SRX1424401	2015-11-19	3566	2313	SRR2931507	SRS1156258	GSM1933813	Tadukan (TD; IRGC#9804, Indica)	210 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251601	SRX1424402	2015-11-19	3025	1940	SRR2931508	SRS1156259	GSM1933814	Tadukan (TD; IRGC#9804, Indica)	210 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251602	SRX1424403	2015-11-19	4099	2736	SRR2931509	SRS1156257	GSM1933815	Tadukan (TD; IRGC#9804, Indica)	240 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251603	SRX1424404	2015-11-19	4177	2865	SRR2931510	SRS1156256	GSM1933816	Tadukan (TD; IRGC#9804, Indica)	240 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251604	SRX1424405	2015-11-19	3648	2505	SRR2931511	SRS1156255	GSM1933817	Tadukan (TD; IRGC#9804, Indica)	270 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251605	SRX1424406	2015-11-19	3098	1983	SRR2931512	SRS1156254	GSM1933818	Tadukan (TD; IRGC#9804, Indica)	270 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251606	SRX1424407	2015-11-19	3529	2370	SRR2931513	SRS1156252	GSM1933819	Tadukan (TD; IRGC#9804, Indica)	300 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251607	SRX1424408	2015-11-19	2922	1862	SRR2931514	SRS1156251	GSM1933820	Tadukan (TD; IRGC#9804, Indica)	300 min	RECOV_DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
